"name","date","snowfall-inch"
"Seefeld - Gschwandtkopf","2016-3-15","2"
"Seefeld - Gschwandtkopf","2016-11-28","1"
"Seefeld - Gschwandtkopf","2016-12-18","1"
"Seefeld - Gschwandtkopf","2015-1-4","2"
"Seefeld - Gschwandtkopf","2015-1-12","1"
"Seefeld - Gschwandtkopf","2015-1-17","2"
"Seefeld - Gschwandtkopf","2015-1-24","2"
"Seefeld - Gschwandtkopf","2015-1-27","6"
"Seefeld - Gschwandtkopf","2015-1-28","2"
"Seefeld - Gschwandtkopf","2015-1-29","6"
"Seefeld - Gschwandtkopf","2015-1-30","4"
"Seefeld - Gschwandtkopf","2015-1-31","2"
"Seefeld - Gschwandtkopf","2015-2-2","4"
"Seefeld - Gschwandtkopf","2015-2-9","4"
"Seefeld - Gschwandtkopf","2015-2-24","2"
"Seefeld - Gschwandtkopf","2015-2-25","2"
"Seefeld - Gschwandtkopf","2015-2-28","3"
"Seefeld - Gschwandtkopf","2015-3-2","1"
"Seefeld - Gschwandtkopf","2015-3-3","4"
"Seefeld - Gschwandtkopf","2015-3-4","2"
"Seefeld - Gschwandtkopf","2015-3-5","4"
"Seefeld - Gschwandtkopf","2015-4-1","4"
"Seefeld - Gschwandtkopf","2015-4-2","4"
"Gargellen","2017-1-3","2"
"Gargellen","2017-1-5","18"
"Gargellen","2017-1-8","6"
"Gargellen","2017-1-12","2"
"Gargellen","2017-1-14","10"
"Gargellen","2017-1-17","2"
"Gargellen","2017-1-31","2"
"Gargellen","2017-2-6","8"
"Gargellen","2017-3-5","4"
"Gargellen","2017-3-7","8"
"Gargellen","2017-3-19","6"
"Gargellen","2017-4-4","2"
"Gargellen","2017-4-16","6"
"Gargellen","2016-1-1","2"
"Gargellen","2016-1-3","10"
"Gargellen","2016-1-7","1"
"Gargellen","2016-1-10","2"
"Gargellen","2016-1-12","4"
"Gargellen","2016-1-14","2"
"Gargellen","2016-1-16","6"
"Gargellen","2016-1-17","6"
"Gargellen","2016-1-31","4"
"Gargellen","2016-2-11","4"
"Gargellen","2016-2-13","4"
"Gargellen","2016-2-16","2"
"Gargellen","2016-2-21","6"
"Gargellen","2016-3-1","8"
"Gargellen","2016-3-6","12"
"Gargellen","2016-3-26","4"
"Gargellen","2016-4-8","6"
"Gargellen","2016-12-24","2"
"Gargellen","2015-1-3","6"
"Gargellen","2015-1-17","10"
"Gargellen","2015-1-27","6"
"Gargellen","2015-1-29","4"
"Gargellen","2015-1-31","2"
"Gargellen","2015-2-9","8"
"Gargellen","2015-2-22","4"
"Gargellen","2015-2-24","4"
"Gargellen","2015-2-28","4"
"Gargellen","2015-3-3","8"
"Gargellen","2015-3-27","2"
"Gargellen","2015-3-31","6"
"Gargellen","2015-4-2","8"
"Gargellen","2015-12-10","2"
"Gargellen","2015-12-17","2"
"Planneralm","2017-1-17","6"
"Planneralm","2017-2-5","5"
"Planneralm","2017-3-7","3"
"Planneralm","2017-4-4","2"
"Planneralm","2017-4-6","2"
"Planneralm","2016-1-12","8"
"Planneralm","2016-2-5","12"
"Planneralm","2016-2-16","3"
"Planneralm","2016-3-1","2"
"Planneralm","2016-3-3","6"
"Planneralm","2016-3-8","4"
"Planneralm","2016-3-24","9"
"Planneralm","2016-12-25","2"
"Planneralm","2016-12-29","6"
"Planneralm","2015-1-27","5"
"Planneralm","2015-1-28","8"
"Planneralm","2015-2-3","2"
"Planneralm","2015-2-10","13"
"Planneralm","2015-2-22","2"
"Planneralm","2015-2-24","3"
"Planneralm","2015-3-3","3"
"Planneralm","2015-3-6","8"
"Planneralm","2015-3-12","6"
"Planneralm","2015-3-31","6"
"Planneralm","2015-4-2","10"
"Planneralm","2015-4-7","4"
"M├╢nichkirchen - Mariensee","2017-1-10","4"
"M├╢nichkirchen - Mariensee","2017-1-15","2"
"M├╢nichkirchen - Mariensee","2017-2-6","12"
"M├╢nichkirchen - Mariensee","2017-2-12","1"
"M├╢nichkirchen - Mariensee","2017-3-12","2"
"M├╢nichkirchen - Mariensee","2016-2-19","4"
"M├╢nichkirchen - Mariensee","2016-3-16","1"
"M├╢nichkirchen - Mariensee","2015-1-5","10"
"M├╢nichkirchen - Mariensee","2015-2-22","2"
"Gro├ƒglockner Resort Kals-Matrei","2017-1-5","2"
"Gro├ƒglockner Resort Kals-Matrei","2017-1-12","2"
"Gro├ƒglockner Resort Kals-Matrei","2017-1-13","4"
"Gro├ƒglockner Resort Kals-Matrei","2017-3-9","4"
"Gro├ƒglockner Resort Kals-Matrei","2017-3-10","2"
"Gro├ƒglockner Resort Kals-Matrei","2017-3-19","4"
"Gro├ƒglockner Resort Kals-Matrei","2016-1-7","2"
"Gro├ƒglockner Resort Kals-Matrei","2016-1-10","7"
"Gro├ƒglockner Resort Kals-Matrei","2016-1-12","12"
"Gro├ƒglockner Resort Kals-Matrei","2016-2-1","4"
"Gro├ƒglockner Resort Kals-Matrei","2016-2-5","6"
"Gro├ƒglockner Resort Kals-Matrei","2016-2-8","2"
"Gro├ƒglockner Resort Kals-Matrei","2016-2-10","2"
"Gro├ƒglockner Resort Kals-Matrei","2016-2-15","4"
"Gro├ƒglockner Resort Kals-Matrei","2016-2-17","4"
"Gro├ƒglockner Resort Kals-Matrei","2016-2-18","1"
"Gro├ƒglockner Resort Kals-Matrei","2016-2-21","6"
"Gro├ƒglockner Resort Kals-Matrei","2016-2-28","1"
"Gro├ƒglockner Resort Kals-Matrei","2016-2-29","6"
"Gro├ƒglockner Resort Kals-Matrei","2016-3-6","12"
"Gro├ƒglockner Resort Kals-Matrei","2016-3-7","8"
"Gro├ƒglockner Resort Kals-Matrei","2016-3-8","8"
"Gro├ƒglockner Resort Kals-Matrei","2015-1-10","4"
"Gro├ƒglockner Resort Kals-Matrei","2015-1-17","4"
"Gro├ƒglockner Resort Kals-Matrei","2015-2-24","8"
"Gro├ƒglockner Resort Kals-Matrei","2015-3-26","6"
"Gro├ƒglockner Resort Kals-Matrei","2015-4-3","8"
"Gro├ƒglockner Resort Kals-Matrei","2015-12-17","2"
"Sonnberglifte Wald am Schoberpass","2017-1-8","8"
"Sonnberglifte Wald am Schoberpass","2017-1-17","4"
"Sonnberglifte Wald am Schoberpass","2017-2-18","6"
"Sonnberglifte Wald am Schoberpass","2016-2-16","2"
"Sonnberglifte Wald am Schoberpass","2016-2-19","4"
"Sonnberglifte Wald am Schoberpass","2015-1-3","12"
"Sonnberglifte Wald am Schoberpass","2015-1-12","8"
"Sonnberglifte Wald am Schoberpass","2015-1-25","8"
"Sonnberglifte Wald am Schoberpass","2015-1-28","12"
"Sonnberglifte Wald am Schoberpass","2015-2-1","6"
"Sonnberglifte Wald am Schoberpass","2015-2-3","4"
"Sonnberglifte Wald am Schoberpass","2015-2-8","12"
"Sonnberglifte Wald am Schoberpass","2015-2-9","12"
"Sonnberglifte Wald am Schoberpass","2015-2-24","4"
"Sonnberglifte Wald am Schoberpass","2015-3-3","4"
"Warth - Schr├╢cken","2017-1-3","4"
"Warth - Schr├╢cken","2017-1-9","1"
"Warth - Schr├╢cken","2017-1-15","4"
"Warth - Schr├╢cken","2017-2-8","1"
"Warth - Schr├╢cken","2017-2-20","1"
"Warth - Schr├╢cken","2017-2-24","5"
"Warth - Schr├╢cken","2017-3-6","10"
"Warth - Schr├╢cken","2017-4-16","16"
"Warth - Schr├╢cken","2016-1-1","2"
"Warth - Schr├╢cken","2016-1-3","12"
"Warth - Schr├╢cken","2016-1-4","2"
"Warth - Schr├╢cken","2016-1-5","3"
"Warth - Schr├╢cken","2016-1-6","1"
"Warth - Schr├╢cken","2016-1-8","2"
"Warth - Schr├╢cken","2016-1-9","1"
"Warth - Schr├╢cken","2016-1-10","2"
"Warth - Schr├╢cken","2016-1-11","1"
"Warth - Schr├╢cken","2016-1-12","6"
"Warth - Schr├╢cken","2016-1-13","6"
"Warth - Schr├╢cken","2016-1-15","8"
"Warth - Schr├╢cken","2016-1-16","16"
"Warth - Schr├╢cken","2016-1-17","16"
"Warth - Schr├╢cken","2016-1-23","1"
"Warth - Schr├╢cken","2016-1-24","2"
"Warth - Schr├╢cken","2016-1-31","16"
"Warth - Schr├╢cken","2016-2-4","12"
"Warth - Schr├╢cken","2016-2-5","10"
"Warth - Schr├╢cken","2016-2-6","1"
"Warth - Schr├╢cken","2016-2-7","5"
"Warth - Schr├╢cken","2016-2-8","2"
"Warth - Schr├╢cken","2016-2-9","10"
"Warth - Schr├╢cken","2016-2-10","4"
"Warth - Schr├╢cken","2016-2-13","4"
"Warth - Schr├╢cken","2016-2-14","2"
"Warth - Schr├╢cken","2016-2-15","4"
"Warth - Schr├╢cken","2016-2-16","4"
"Warth - Schr├╢cken","2016-2-19","1"
"Warth - Schr├╢cken","2016-2-20","6"
"Warth - Schr├╢cken","2016-2-23","7"
"Warth - Schr├╢cken","2016-2-25","4"
"Warth - Schr├╢cken","2016-3-1","8"
"Warth - Schr├╢cken","2016-3-2","4"
"Warth - Schr├╢cken","2016-3-3","8"
"Warth - Schr├╢cken","2016-3-4","6"
"Warth - Schr├╢cken","2016-3-6","12"
"Warth - Schr├╢cken","2016-3-8","2"
"Warth - Schr├╢cken","2016-3-15","2"
"Warth - Schr├╢cken","2016-3-26","10"
"Warth - Schr├╢cken","2016-3-27","3"
"Warth - Schr├╢cken","2016-3-28","1"
"Warth - Schr├╢cken","2016-4-8","3"
"Warth - Schr├╢cken","2015-1-18","10"
"Warth - Schr├╢cken","2015-1-26","6"
"Warth - Schr├╢cken","2015-1-27","8"
"Warth - Schr├╢cken","2015-1-28","12"
"Warth - Schr├╢cken","2015-2-2","12"
"Warth - Schr├╢cken","2015-2-9","8"
"Warth - Schr├╢cken","2015-3-3","10"
"Warth - Schr├╢cken","2015-3-31","4"
"Warth - Schr├╢cken","2015-4-2","12"
"Warth - Schr├╢cken","2015-4-7","2"
"Fendels","2017-1-12","7"
"Fendels","2017-1-31","3"
"Fendels","2016-1-17","5"
"Fendels","2016-2-4","2"
"Fendels","2016-2-13","3"
"Fendels","2016-2-21","15"
"Fendels","2016-3-6","6"
"Fendels","2015-1-17","3"
"Fendels","2015-1-18","12"
"Fendels","2015-2-10","3"
"Fendels","2015-2-22","2"
"Fendels","2015-2-28","6"
"Fendels","2015-3-3","3"
"Fendels","2015-3-31","5"
"Bergeralm - Steinach am Brenner","2017-3-1","12"
"Bergeralm - Steinach am Brenner","2015-1-27","4"
"Alberschwende - Br├╝ggelekopf","2017-1-14","6"
"Alberschwende - Br├╝ggelekopf","2016-1-16","8"
"Alberschwende - Br├╝ggelekopf","2016-3-6","6"
"Alberschwende - Br├╝ggelekopf","2015-1-27","6"
"Lackenhof - ├צtscher","2017-1-2","2"
"Lackenhof - ├צtscher","2017-1-4","12"
"Lackenhof - ├צtscher","2017-1-5","4"
"Lackenhof - ├צtscher","2017-1-6","2"
"Lackenhof - ├צtscher","2017-1-7","12"
"Lackenhof - ├צtscher","2017-1-13","8"
"Lackenhof - ├צtscher","2017-1-14","4"
"Lackenhof - ├צtscher","2017-1-16","4"
"Lackenhof - ├צtscher","2017-2-6","1"
"Lackenhof - ├צtscher","2017-2-17","2"
"Lackenhof - ├צtscher","2017-2-28","1"
"Lackenhof - ├צtscher","2017-3-7","1"
"Lackenhof - ├צtscher","2017-3-10","8"
"Lackenhof - ├צtscher","2016-1-5","2"
"Lackenhof - ├צtscher","2016-1-16","6"
"Lackenhof - ├צtscher","2016-1-17","4"
"Lackenhof - ├צtscher","2016-1-18","8"
"Lackenhof - ├צtscher","2016-1-19","6"
"Lackenhof - ├צtscher","2016-1-20","6"
"Lackenhof - ├צtscher","2016-1-21","6"
"Lackenhof - ├צtscher","2016-1-31","2"
"Lackenhof - ├צtscher","2016-2-4","6"
"Lackenhof - ├צtscher","2016-2-5","4"
"Lackenhof - ├צtscher","2016-2-9","4"
"Lackenhof - ├צtscher","2016-2-10","2"
"Lackenhof - ├צtscher","2016-2-17","2"
"Lackenhof - ├צtscher","2016-2-19","2"
"Lackenhof - ├צtscher","2016-2-24","2"
"Lackenhof - ├צtscher","2016-2-26","2"
"Lackenhof - ├צtscher","2016-3-1","2"
"Lackenhof - ├צtscher","2016-3-2","2"
"Lackenhof - ├צtscher","2016-3-3","2"
"Lackenhof - ├צtscher","2016-3-4","4"
"Lackenhof - ├צtscher","2016-3-6","1"
"Lackenhof - ├צtscher","2016-3-7","3"
"Lackenhof - ├צtscher","2016-3-13","1"
"Lackenhof - ├צtscher","2016-3-15","1"
"Lackenhof - ├צtscher","2016-3-16","6"
"Lackenhof - ├צtscher","2016-3-24","1"
"Lackenhof - ├צtscher","2016-3-26","1"
"Lackenhof - ├צtscher","2016-12-12","2"
"Lackenhof - ├צtscher","2016-12-19","2"
"Lackenhof - ├צtscher","2016-12-25","2"
"Lackenhof - ├צtscher","2016-12-27","6"
"Lackenhof - ├צtscher","2016-12-28","6"
"Lackenhof - ├צtscher","2015-1-5","6"
"Lackenhof - ├צtscher","2015-1-25","4"
"Lackenhof - ├צtscher","2015-1-28","4"
"Lackenhof - ├צtscher","2015-2-10","10"
"Lackenhof - ├צtscher","2015-2-22","2"
"Lackenhof - ├צtscher","2015-3-31","2"
"Lackenhof - ├צtscher","2015-4-1","6"
"Schwarzenberg - B├╢dele","2017-1-4","1"
"Schwarzenberg - B├╢dele","2017-1-8","4"
"Schwarzenberg - B├╢dele","2017-1-10","2"
"Schwarzenberg - B├╢dele","2017-1-12","3"
"Schwarzenberg - B├╢dele","2017-1-13","1"
"Schwarzenberg - B├╢dele","2017-1-16","4"
"Schwarzenberg - B├╢dele","2017-1-17","2"
"Schwarzenberg - B├╢dele","2017-2-6","6"
"Schwarzenberg - B├╢dele","2017-2-8","2"
"Schwarzenberg - B├╢dele","2017-2-28","8"
"Schwarzenberg - B├╢dele","2017-3-7","8"
"Schwarzenberg - B├╢dele","2017-3-8","4"
"Schwarzenberg - B├╢dele","2016-1-12","1"
"Schwarzenberg - B├╢dele","2016-1-13","3"
"Schwarzenberg - B├╢dele","2016-1-15","4"
"Schwarzenberg - B├╢dele","2016-2-4","4"
"Schwarzenberg - B├╢dele","2016-2-5","3"
"Schwarzenberg - B├╢dele","2016-2-8","3"
"Schwarzenberg - B├╢dele","2016-2-10","1"
"Schwarzenberg - B├╢dele","2016-2-12","1"
"Schwarzenberg - B├╢dele","2016-2-19","2"
"Schwarzenberg - B├╢dele","2016-2-24","8"
"Schwarzenberg - B├╢dele","2016-2-25","10"
"Schwarzenberg - B├╢dele","2016-3-1","10"
"Schwarzenberg - B├╢dele","2016-3-3","4"
"Schwarzenberg - B├╢dele","2016-3-7","2"
"Schwarzenberg - B├╢dele","2016-3-16","2"
"Schwarzenberg - B├╢dele","2016-3-25","1"
"Schwarzenberg - B├╢dele","2015-1-27","8"
"Schwarzenberg - B├╢dele","2015-1-29","6"
"Schwarzenberg - B├╢dele","2015-2-2","4"
"Schwarzenberg - B├╢dele","2015-3-4","4"
"Schwarzenberg - B├╢dele","2015-3-5","3"
"Schwarzenberg - B├╢dele","2015-3-26","1"
"Schwarzenberg - B├╢dele","2015-11-29","2"
"Hochkar","2017-1-3","2"
"Hochkar","2017-1-5","12"
"Hochkar","2017-1-6","4"
"Hochkar","2017-1-12","6"
"Hochkar","2017-1-13","4"
"Hochkar","2017-2-1","2"
"Hochkar","2017-3-1","4"
"Hochkar","2017-3-7","2"
"Hochkar","2017-3-11","16"
"Hochkar","2016-1-1","1"
"Hochkar","2016-1-2","1"
"Hochkar","2016-1-5","1"
"Hochkar","2016-1-12","6"
"Hochkar","2016-1-16","4"
"Hochkar","2016-1-23","4"
"Hochkar","2016-1-31","2"
"Hochkar","2016-2-4","12"
"Hochkar","2016-2-16","2"
"Hochkar","2016-2-29","1"
"Hochkar","2016-12-13","4"
"Hochkar","2016-12-28","12"
"Hochkar","2016-12-29","6"
"Hochkar","2015-3-5","2"
"Hochkar","2015-3-22","2"
"Hochkar","2015-3-27","2"
"Hochkar","2015-4-2","8"
"Faschina - Fontanella","2017-1-8","6"
"Faschina - Fontanella","2017-1-14","16"
"Faschina - Fontanella","2017-2-18","8"
"Faschina - Fontanella","2017-2-24","4"
"Faschina - Fontanella","2017-2-25","4"
"Faschina - Fontanella","2017-3-1","8"
"Faschina - Fontanella","2017-3-5","4"
"Faschina - Fontanella","2017-3-6","6"
"Faschina - Fontanella","2016-1-1","2"
"Faschina - Fontanella","2016-1-2","6"
"Faschina - Fontanella","2016-1-16","12"
"Faschina - Fontanella","2016-1-17","12"
"Faschina - Fontanella","2016-1-23","1"
"Faschina - Fontanella","2016-1-31","16"
"Faschina - Fontanella","2016-2-4","8"
"Faschina - Fontanella","2016-2-5","8"
"Faschina - Fontanella","2016-2-11","4"
"Faschina - Fontanella","2016-2-13","2"
"Faschina - Fontanella","2016-2-21","4"
"Faschina - Fontanella","2016-2-23","6"
"Faschina - Fontanella","2016-3-6","10"
"Faschina - Fontanella","2016-3-26","6"
"Faschina - Fontanella","2015-1-17","8"
"Faschina - Fontanella","2015-1-25","6"
"Faschina - Fontanella","2015-2-2","8"
"Faschina - Fontanella","2015-2-28","6"
"Faschina - Fontanella","2015-3-22","4"
"Faschina - Fontanella","2015-4-2","6"
"Nesselw├ñngle","2017-1-4","1"
"Nesselw├ñngle","2017-1-5","16"
"Nesselw├ñngle","2017-1-6","4"
"Nesselw├ñngle","2017-1-8","6"
"Nesselw├ñngle","2017-1-13","2"
"Nesselw├ñngle","2017-1-14","11"
"Nesselw├ñngle","2017-1-15","4"
"Nesselw├ñngle","2017-1-17","6"
"Nesselw├ñngle","2017-2-6","4"
"Nesselw├ñngle","2017-2-8","1"
"Nesselw├ñngle","2017-2-24","2"
"Nesselw├ñngle","2017-2-28","1"
"Nesselw├ñngle","2017-3-6","2"
"Nesselw├ñngle","2017-3-8","4"
"Nesselw├ñngle","2016-1-3","4"
"Nesselw├ñngle","2016-1-4","4"
"Nesselw├ñngle","2016-1-5","4"
"Nesselw├ñngle","2016-1-12","2"
"Nesselw├ñngle","2016-1-13","4"
"Nesselw├ñngle","2016-1-16","8"
"Nesselw├ñngle","2016-1-20","4"
"Nesselw├ñngle","2016-2-4","4"
"Nesselw├ñngle","2016-2-5","4"
"Nesselw├ñngle","2016-2-10","4"
"Nesselw├ñngle","2016-2-24","4"
"Nesselw├ñngle","2016-3-7","2"
"Nesselw├ñngle","2016-3-16","2"
"Nesselw├ñngle","2015-1-18","8"
"Nesselw├ñngle","2015-2-3","16"
"Nesselw├ñngle","2015-2-24","3"
"Hopfgarten im Brixental - SkiWelt","2017-1-2","1"
"Hopfgarten im Brixental - SkiWelt","2017-1-6","4"
"Hopfgarten im Brixental - SkiWelt","2017-1-7","8"
"Hopfgarten im Brixental - SkiWelt","2017-1-8","8"
"Hopfgarten im Brixental - SkiWelt","2017-1-11","4"
"Hopfgarten im Brixental - SkiWelt","2017-1-12","4"
"Hopfgarten im Brixental - SkiWelt","2017-1-13","2"
"Hopfgarten im Brixental - SkiWelt","2017-1-14","4"
"Hopfgarten im Brixental - SkiWelt","2017-1-15","2"
"Hopfgarten im Brixental - SkiWelt","2017-1-16","2"
"Hopfgarten im Brixental - SkiWelt","2017-1-31","4"
"Hopfgarten im Brixental - SkiWelt","2017-2-6","4"
"Hopfgarten im Brixental - SkiWelt","2017-2-18","6"
"Hopfgarten im Brixental - SkiWelt","2017-2-19","1"
"Hopfgarten im Brixental - SkiWelt","2017-2-24","1"
"Hopfgarten im Brixental - SkiWelt","2017-2-28","4"
"Hopfgarten im Brixental - SkiWelt","2017-3-7","6"
"Hopfgarten im Brixental - SkiWelt","2017-3-8","6"
"Hopfgarten im Brixental - SkiWelt","2017-3-9","4"
"Hopfgarten im Brixental - SkiWelt","2016-1-3","4"
"Hopfgarten im Brixental - SkiWelt","2016-1-7","1"
"Hopfgarten im Brixental - SkiWelt","2016-1-8","2"
"Hopfgarten im Brixental - SkiWelt","2016-1-11","6"
"Hopfgarten im Brixental - SkiWelt","2016-1-13","2"
"Hopfgarten im Brixental - SkiWelt","2016-1-14","2"
"Hopfgarten im Brixental - SkiWelt","2016-1-15","8"
"Hopfgarten im Brixental - SkiWelt","2016-1-17","4"
"Hopfgarten im Brixental - SkiWelt","2016-1-18","4"
"Hopfgarten im Brixental - SkiWelt","2016-1-20","4"
"Hopfgarten im Brixental - SkiWelt","2016-1-30","4"
"Hopfgarten im Brixental - SkiWelt","2016-2-4","8"
"Hopfgarten im Brixental - SkiWelt","2016-2-8","2"
"Hopfgarten im Brixental - SkiWelt","2016-2-10","2"
"Hopfgarten im Brixental - SkiWelt","2016-2-13","2"
"Hopfgarten im Brixental - SkiWelt","2016-2-14","2"
"Hopfgarten im Brixental - SkiWelt","2016-2-15","2"
"Hopfgarten im Brixental - SkiWelt","2016-2-20","2"
"Hopfgarten im Brixental - SkiWelt","2016-3-1","6"
"Hopfgarten im Brixental - SkiWelt","2016-3-3","2"
"Hopfgarten im Brixental - SkiWelt","2016-3-6","1"
"Hopfgarten im Brixental - SkiWelt","2016-3-7","1"
"Hopfgarten im Brixental - SkiWelt","2016-3-8","4"
"Hopfgarten im Brixental - SkiWelt","2016-3-9","1"
"Hopfgarten im Brixental - SkiWelt","2016-3-15","2"
"Hopfgarten im Brixental - SkiWelt","2016-3-23","2"
"Hopfgarten im Brixental - SkiWelt","2016-3-26","8"
"Hopfgarten im Brixental - SkiWelt","2016-11-9","2"
"Hopfgarten im Brixental - SkiWelt","2016-11-10","2"
"Hopfgarten im Brixental - SkiWelt","2016-12-12","2"
"Hopfgarten im Brixental - SkiWelt","2016-12-19","2"
"Hopfgarten im Brixental - SkiWelt","2016-12-25","2"
"Hopfgarten im Brixental - SkiWelt","2015-1-3","8"
"Hopfgarten im Brixental - SkiWelt","2015-1-5","4"
"Hopfgarten im Brixental - SkiWelt","2015-1-11","2"
"Hopfgarten im Brixental - SkiWelt","2015-1-12","4"
"Hopfgarten im Brixental - SkiWelt","2015-1-14","1"
"Hopfgarten im Brixental - SkiWelt","2015-1-17","1"
"Hopfgarten im Brixental - SkiWelt","2015-1-18","6"
"Hopfgarten im Brixental - SkiWelt","2015-1-24","1"
"Hopfgarten im Brixental - SkiWelt","2015-1-25","2"
"Hopfgarten im Brixental - SkiWelt","2015-1-26","2"
"Hopfgarten im Brixental - SkiWelt","2015-1-27","6"
"Hopfgarten im Brixental - SkiWelt","2015-1-28","8"
"Hopfgarten im Brixental - SkiWelt","2015-1-29","4"
"Hopfgarten im Brixental - SkiWelt","2015-1-31","4"
"Hopfgarten im Brixental - SkiWelt","2015-2-2","4"
"Hopfgarten im Brixental - SkiWelt","2015-2-3","2"
"Hopfgarten im Brixental - SkiWelt","2015-2-8","4"
"Hopfgarten im Brixental - SkiWelt","2015-2-9","2"
"Hopfgarten im Brixental - SkiWelt","2015-2-24","2"
"Hopfgarten im Brixental - SkiWelt","2015-2-26","1"
"Hopfgarten im Brixental - SkiWelt","2015-2-28","1"
"Hopfgarten im Brixental - SkiWelt","2015-3-2","4"
"Hopfgarten im Brixental - SkiWelt","2015-3-4","2"
"Hopfgarten im Brixental - SkiWelt","2015-3-5","4"
"Hopfgarten im Brixental - SkiWelt","2015-3-22","1"
"Hopfgarten im Brixental - SkiWelt","2015-3-27","2"
"Hopfgarten im Brixental - SkiWelt","2015-3-31","2"
"Hopfgarten im Brixental - SkiWelt","2015-4-1","2"
"Hopfgarten im Brixental - SkiWelt","2015-4-2","8"
"Hopfgarten im Brixental - SkiWelt","2015-4-4","1"
"Hopfgarten im Brixental - SkiWelt","2015-4-5","4"
"Hopfgarten im Brixental - SkiWelt","2015-4-6","2"
"Hopfgarten im Brixental - SkiWelt","2015-4-7","4"
"Hopfgarten im Brixental - SkiWelt","2015-10-16","2"
"Hopfgarten im Brixental - SkiWelt","2015-11-26","2"
"Hopfgarten im Brixental - SkiWelt","2015-11-29","2"
"Hopfgarten im Brixental - SkiWelt","2015-12-9","2"
"Hochlecken Skilifte","2017-1-5","8"
"Hochlecken Skilifte","2017-1-7","20"
"Hochlecken Skilifte","2017-1-12","16"
"Hochlecken Skilifte","2017-1-17","6"
"Hochlecken Skilifte","2017-2-25","2"
"Hochlecken Skilifte","2016-1-5","2"
"Hochlecken Skilifte","2016-1-17","8"
"Hochlecken Skilifte","2015-2-8","4"
"Skigebiet Hochmoos - Bergbahn Leutasch","2016-1-3","2"
"Skigebiet Hochmoos - Bergbahn Leutasch","2016-1-4","2"
"Skigebiet Hochmoos - Bergbahn Leutasch","2016-1-5","2"
"Skigebiet Hochmoos - Bergbahn Leutasch","2016-1-12","2"
"Skigebiet Hochmoos - Bergbahn Leutasch","2016-1-13","4"
"Skigebiet Hochmoos - Bergbahn Leutasch","2016-1-16","4"
"Skigebiet Hochmoos - Bergbahn Leutasch","2016-1-20","4"
"Skigebiet Hochmoos - Bergbahn Leutasch","2016-2-4","4"
"Skigebiet Hochmoos - Bergbahn Leutasch","2016-2-10","4"
"Skigebiet Hochmoos - Bergbahn Leutasch","2016-2-13","1"
"Skigebiet Hochmoos - Bergbahn Leutasch","2016-2-15","1"
"Skigebiet Hochmoos - Bergbahn Leutasch","2016-2-16","1"
"Skigebiet Hochmoos - Bergbahn Leutasch","2016-2-23","1"
"Skigebiet Hochmoos - Bergbahn Leutasch","2016-3-1","6"
"Skigebiet Hochmoos - Bergbahn Leutasch","2016-3-2","1"
"Skigebiet Hochmoos - Bergbahn Leutasch","2016-3-3","1"
"Skigebiet Hochmoos - Bergbahn Leutasch","2016-3-4","1"
"Skigebiet Hochmoos - Bergbahn Leutasch","2016-3-7","1"
"Skigebiet Hochmoos - Bergbahn Leutasch","2016-3-8","1"
"Skigebiet Hochmoos - Bergbahn Leutasch","2016-3-15","2"
"Skigebiet Hochmoos - Bergbahn Leutasch","2015-1-4","2"
"Skigebiet Hochmoos - Bergbahn Leutasch","2015-1-12","1"
"Skigebiet Hochmoos - Bergbahn Leutasch","2015-1-17","2"
"Skigebiet Hochmoos - Bergbahn Leutasch","2015-1-24","2"
"Skigebiet Hochmoos - Bergbahn Leutasch","2015-1-27","6"
"Skigebiet Hochmoos - Bergbahn Leutasch","2015-1-28","2"
"Skigebiet Hochmoos - Bergbahn Leutasch","2015-1-29","6"
"Skigebiet Hochmoos - Bergbahn Leutasch","2015-1-30","4"
"Skigebiet Hochmoos - Bergbahn Leutasch","2015-1-31","1"
"Skigebiet Hochmoos - Bergbahn Leutasch","2015-2-2","4"
"Skigebiet Hochmoos - Bergbahn Leutasch","2015-2-9","4"
"Skigebiet Hochmoos - Bergbahn Leutasch","2015-2-24","2"
"Skigebiet Hochmoos - Bergbahn Leutasch","2015-2-25","2"
"Skigebiet Hochmoos - Bergbahn Leutasch","2015-2-28","3"
"Skigebiet Hochmoos - Bergbahn Leutasch","2015-3-2","1"
"Skigebiet Hochmoos - Bergbahn Leutasch","2015-3-3","4"
"Skigebiet Hochmoos - Bergbahn Leutasch","2015-3-4","2"
"Skigebiet Hochmoos - Bergbahn Leutasch","2015-3-5","4"
"Skigebiet Hochmoos - Bergbahn Leutasch","2015-4-1","4"
"Skigebiet Hochmoos - Bergbahn Leutasch","2015-4-2","2"
"Schattwald - Z├╢blen","2017-1-4","1"
"Schattwald - Z├╢blen","2017-1-5","16"
"Schattwald - Z├╢blen","2017-1-15","4"
"Schattwald - Z├╢blen","2017-1-17","6"
"Schattwald - Z├╢blen","2017-2-6","4"
"Schattwald - Z├╢blen","2017-2-24","2"
"Schattwald - Z├╢blen","2017-2-28","1"
"Schattwald - Z├╢blen","2017-3-6","2"
"Schattwald - Z├╢blen","2017-3-8","4"
"Schattwald - Z├╢blen","2016-1-3","4"
"Schattwald - Z├╢blen","2016-1-4","4"
"Schattwald - Z├╢blen","2016-1-5","4"
"Schattwald - Z├╢blen","2016-1-12","2"
